"filename","SampleID","leaf_code","tree","cohort","leaf","date","obs","A","Ci","CO2_s","CO2_r","gsw","Pa","Qin","RHcham","Tleaf","SampleID_num"
"ACi_5.1.2_20220711.xlsx","5.1.2_20220711","5.1.2","5","1","2","20220711",64,4.27567483559793,194.278721439064,403.331571428571,416.342,0.0342781707270196,101.128142857143,1200.03142857143,64.4577154847938,32.4909857142857,129
"ACi_5.1.2_20230202.xlsx","5.1.2_20230202","5.1.2","5","1","2","20230202",64.5,4.42317330749225,277.619810319647,402.054401785714,416.351205357143,0.0606001375553333,101.422348214286,1200.00473214286,70.1838818739383,31.2489866071429,130
"ACi_5.1.3_20221114.xlsx","5.1.3_20221114","5.1.3","5","1","3","20221114",64,4.24757128250623,211.430102921074,402.05,413.821285714286,0.0377831893194883,101.103857142857,1200.02428571429,64.3816505692838,33.4712428571428,131
"ACi_5.1.3_20230202.xlsx","5.1.3_20230202","5.1.3","5","1","3","20230202",64,5.14496947128626,259.925083517491,398.143375,412.949625,0.0638790569915812,101.39025,1199.98625,69.5474296666538,32.57305,132
"ACi_5.1.4_20220711.xlsx","5.1.4_20220711","5.1.4","5","1","4","20220711",64,6.13391612868286,203.488878892321,401.440125,415.99825,0.0520849666967544,100.950375,1199.9775,70.4048082869381,33.657875,133
"ACi_6.1.1_20230202.xlsx","6.1.1_20230202","6.1.1","6","1","1","20230202",64,1.14496693198637,286.875626679217,401.073142857143,415.641857142857,0.0175545751298142,101.305428571429,1200.00857142857,69.6493016297064,34.0471285714286,134
"ACi_6.1.2_20230202.xlsx","6.1.2_20230202","6.1.2","6","1","2","20230202",64,2.42425495372708,292.635872648369,399.24375,415.219875,0.0394489891466121,101.240875,1200.005,69.5717230827721,33.26565,135
"ACi_7.1.1_20220711.xlsx","7.1.1_20220711","7.1.1","7","1","1","20220711",64,7.27211516905454,243.884337511681,400.16925,415.87825,0.0795223930274195,100.9965,1199.9625,71.7807685192787,33.811325,136
"ACi_7.1.1_20221018.xlsx","7.1.1_20221018","7.1.1","7","1","1","20221018",64,2.78143673624953,196.732417873383,400.55675,413.165625,0.0230504819840572,101.2295,1200,65.4142546448092,34.7582,137
"ACi_7.1.1_20221213.xlsx","7.1.1_20221213","7.1.1","7","1","1","20221213",64,4.7490722993001,306.340518925818,401.133625,413.261,0.0888821802786177,101.195875,1200.00625,69.7984521434014,31.864725,138
"ACi_7.1.1_20230126.xlsx","7.1.1_20230126","7.1.1","7","1","1","20230126",64,5.78014476420866,229.29716605688,398.663857142857,413.986714285714,0.0577547702915614,101.095857142857,1200.02,70.0134426985111,33.1768857142857,139
